accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Proetopeltis elegantulus,393.3,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Proetopeltis,,-4.066667,31.383333,,"Platy, Argillaceous Limestone with Crinoidal Limestone Lenses, Hamar Laghdad",,,MA,,,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Proetopeltis elegantulus,393.3,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Proetopeltis,,-5.266667,34.933334,,Thickly Bedded Limestone in Guenteroeder Facies near Tiliouine,,,MA,,,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Proetus (Crassiproetus) crassimarginatus,393.3,387.7,Fagerstrom,1961,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Crassiproetus),,-81.283333,43.983334,subgn. (Crassiproetus),Formosa Village,,Fagerstrom #1,CA,Amherstburg,"JA: originally entered as Emsian, but the Formosa Reef Limestone is Eifelian (see Edinger et al. 2002)","reef, buildup or bioherm",,,J. A. Fagerstrom. 1961. The fauna of the Middle Devonian Formosa Reef Limestone of southwestern Ontario. Journal of Paleontology 35(1):1-48
Proetus (Crassiproetus) crassimarginatus,393.3,387.7,Fagerstrom,1961,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Crassiproetus),,-81.283333,43.983334,subgn. (Crassiproetus),"2.5 mi N of Formosa, highway road cut",,Fagerstrom #6,CA,Amherstburg,"""This outcrop has been designated the type section of the Formosa Reef Limestone and has previously been described and illustrated by Stauffer (1915) under the name ""Bruder's lime kiln."" The present owner of the property adjacent to the road cut, Wm. E. Merchant...said that...the land had never been owned or leased by anyone named Bruder nor had anyone by that name ever operated a quarry or lime kiln at this locality.  [From] Stauffer's photograph...[the writer was able to locate landmarks, thus this is the same spot]...Stumm (1951)...[called the place Marchand Quarry]...the name must have arisen by confusion [with Merchant's name].""\nJA: originally entered as Emsian, but the Formosa Reef Limestone is Eifelian (see Edinger et al. 2002)","reef, buildup or bioherm",,,J. A. Fagerstrom. 1961. The fauna of the Middle Devonian Formosa Reef Limestone of southwestern Ontario. Journal of Paleontology 35(1):1-48
Proetus (Crassiproetus) crassimarginatus,393.3,387.7,Ludvigsen,1987,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Crassiproetus),,-81.283333,43.983334,"was: Proetus (Crassiproetus), ssp. brevispinosus, n. ssp.","2.5 mi N of Formosa, highway road cut",,Fagerstrom #6,CA,Amherstburg,"""This outcrop has been designated the type section of the Formosa Reef Limestone and has previously been described and illustrated by Stauffer (1915) under the name ""Bruder's lime kiln."" The present owner of the property adjacent to the road cut, Wm. E. Merchant...said that...the land had never been owned or leased by anyone named Bruder nor had anyone by that name ever operated a quarry or lime kiln at this locality.  [From] Stauffer's photograph...[the writer was able to locate landmarks, thus this is the same spot]...Stumm (1951)...[called the place Marchand Quarry]...the name must have arisen by confusion [with Merchant's name].""\nJA: originally entered as Emsian, but the Formosa Reef Limestone is Eifelian (see Edinger et al. 2002)","reef, buildup or bioherm",,,R. Ludvigsen. 1987. Reef trilobites from the Formosa Limestone (Lower Devonian) of Southern Ontario. Canadian Journal of Earth Sciences 24:676-688
Proetus (Crassiproetus) crassimarginatus,393.3,382.7,Macke,1952,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Crassiproetus),,-85.752502,38.412224,,"Beechwood Limestone Fanua from Speed, Indiana",,,US,,,,,,
Proetus (Crassiproetus) crassimarginatus,393.3,387.7,Kindle,1900,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Crassiproetus),,-86.216667,40.724998,,"Pipe Creek Falls, 2 miles above where stream enters Wabash River",,,US,,,,,,
Proetus (Devonoproetus) sparsinodosus,393.3,387.7,Feist and Talent,2000,Arthropoda,Trilobita,Proetida,Proetidae,Proetus (Devonoproetus),,144.679169,-19.320833,,Br 13B. 216 m,,,AU,,,carbonate indet.,,"For the most part, only the corals are considered in any detail.",R. Feist and J. A. Talent. 2000. Devonian trilobites from the Broken River region of northeastern Australia. Records of the Western Australian Museum Supplement 58:65-80
Proetus (Longiproetus) sverdrupi,393.3,387.7,Ormiston,1967,Arthropoda,Trilobita,Proetida,Proetidae,Longiproetus,,-92.800003,76.366669,,"300 feet above base, Sutherland River, Douro Range, Devon Island",,,CA,Blue Fiord,,shallow subtidal indet.,,,
Proetus desertus,393.3,387.7,Zhou et al.,2000,Arthropoda,Trilobita,Proetida,Proetidae,Proetus,,102.633331,41.633331,,A032. Zhusilenghaierhan area,,,CN,Yikewsusu,,marine indet.,,,"Z. Zhou, D. J. Siveter, and R. M. Owens. 2000. Devonian proetid trilobites from Inner Mongolia, China. Senckenbergiana lethaea 79(2):459-499"
Proetus desertus,393.3,387.7,Zhou et al.,2000,Arthropoda,Trilobita,Proetida,Proetidae,Proetus,,102.633331,41.633331,,A033. Zhusilenghaierhan area,,,CN,Yikewsusu,,carbonate indet.,,,"Z. Zhou, D. J. Siveter, and R. M. Owens. 2000. Devonian proetid trilobites from Inner Mongolia, China. Senckenbergiana lethaea 79(2):459-499"
Proetus vescus,393.3,387.7,Zhou et al.,2000,Arthropoda,Trilobita,Proetida,Proetidae,Proetus,,102.633331,41.633331,,A033. Zhusilenghaierhan area,,,CN,Yikewsusu,,carbonate indet.,,,"Z. Zhou, D. J. Siveter, and R. M. Owens. 2000. Devonian proetid trilobites from Inner Mongolia, China. Senckenbergiana lethaea 79(2):459-499"
Raerinproetus lazutkini,393.3,387.7,Owens et al.,2010,Arthropoda,Trilobita,Proetida,Proetidae,Raerinproetus,,66.128891,40.468887,,"Dzhalpak Mountain, 715/2",,,UZ,Kakyr,,marine indet.,,,"R. M. Owens, O. Ivanova, and I. Kim, L. E. Popov, R. Feist. 2010. Lower and Middle Devonian trilobites from southern Uzbekistan. AAP Memoir 39:211-244"
Rhenocynproetus catervus,393.3,387.7,Van Viersen,2006,Arthropoda,Trilobita,Proetida,Proetidae,Rhenocynproetus,,4.702778,50.094444,,"""Murs des douaniers"", Vireux-Molhain area",,,FR,Jemelle,,marine indet.,,Most trilobites reported to genus level except for the species described in the systematic section of the paper,"A. P. Van Viersen. 2006. New Middle Devonian trilobites form Vireux-Molhain (Ardennes, northern France). Senkenbergiana lethaea 86(1):63-75"
Rhenocynproetus cultrijugati,393.3,387.7,van Viersen,2021,Arthropoda,Trilobita,Proetida,Proetidae,Rhenocynproetus,,6.666667,50.216667,,Gerolstein,,,DE,Lauch,,shallow subtidal indet.,,Tabulate corals only,"A. P. van Viersen. 2021. Type and other species of Gerastos and allied genera (Trilobita, Proetinae) from the Siluro-Devonian. Neues Jahrbuch fÃ¼r Geologie und PalÃ¤ontologie - Abhandlungen 299(2):185-217"
Rhenocynproetus cultrijugati,393.3,387.7,Basse and MÃ¼ller,2004,Arthropoda,Trilobita,Proetida,Proetidae,Rhenocynproetus,,6.758889,50.341946,,"Ãœxheim 1, Lauch Fm",,,DE,Lauch,,marine indet.,,,"M. Basse and P. MÃ¼ller. 2004. Eifel-Trilobiten III. Corynexochida, Proetida (2), Harpetida, Phacopida (2), Lichida.. Goldschneck."
Rhenocynproetus doernbergensis,393.3,387.7,Basse and MÃ¼ller,2004,Arthropoda,Trilobita,Proetida,Proetidae,Rhenocynproetus,,6.758889,50.341946,,"Ãœxheim 1, Lauch Fm",,,DE,Lauch,,marine indet.,,,"M. Basse and P. MÃ¼ller. 2004. Eifel-Trilobiten III. Corynexochida, Proetida (2), Harpetida, Phacopida (2), Lichida.. Goldschneck."
Sculptoproetus africanus,393.3,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.066667,31.383333,,"Platy, Argillaceous Limestone with Crinoidal Limestone Lenses, Hamar Laghdad",,,MA,,,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus africanus,393.3,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.500000,31.750000,,Lower Stylioline Marl at Gara Mdouard,,,MA,,"""Older Lower Eifelian: Lower Stylioline Marl""",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus africanus,393.3,387.7,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.916667,34.566666,,"Thinly Bedded Dense Limestone at Moulay Hassane, Central Morocco",,,MA,,,,,,
Sculptoproetus sculptus,393.3,387.7,Basse and MÃ¼ller,2004,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,6.758889,50.341946,Sculptoproetus aff. sculpto,"Ãœxheim 1, Lauch Fm",,,DE,Lauch,,marine indet.,,,"M. Basse and P. MÃ¼ller. 2004. Eifel-Trilobiten III. Corynexochida, Proetida (2), Harpetida, Phacopida (2), Lichida.. Goldschneck."
Timsaloproetus elguerrouji,393.3,387.7,Gibb and Chatterton,2007,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-6.703056,29.705000,,"Zguilma section, Timrhanrhart Fm, Upper Bed - ZGEE3 ",,Thysanopeltis horizon/couche,MA,Timrhanrhart,,coastal indet.,,,S. Gibb and B. D. E. Chatterton. 2007. Timsaloproetus New Genus (Proetida: Trilobita) and Included Species from Lower and Middle Devonian Strata of Southern Morocco. Journal of Paleontology 81(2):352-367
Timsaloproetus elguerrouji,393.3,387.7,Gibb and Chatterton,2007,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-6.705556,29.751389,,near Zguilma (NZ),,,MA,Timrhanrhart,,marine indet.,,,S. Gibb and B. D. E. Chatterton. 2007. Timsaloproetus New Genus (Proetida: Trilobita) and Included Species from Lower and Middle Devonian Strata of Southern Morocco. Journal of Paleontology 81(2):352-367
Timsaloproetus haasi,393.3,387.7,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,occasional,-6.703056,29.705000,,"Zguilma section, Timrhanrhart Fm, Upper Bed - ZGEE3 ",,Thysanopeltis horizon/couche,MA,Timrhanrhart,,coastal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Timsaloproetus haasi,393.3,387.7,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-6.705556,29.751389,,near Zguilma (NZ),,,MA,Timrhanrhart,,marine indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Timsaloproetus haasi,393.3,387.7,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-7.054167,29.927778,,"Foum Zguid locality, top of Timrhanrhart Fm.",,,MA,Timrhanrhart,Lower Eifelian,carbonate indet.,,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Timsaloproetus haasi,393.3,387.7,Gibb and Chatterton,2007,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-4.895833,31.086111,,BD5,,Harpes/Thysanopeltis couche,MA,El Otfal,,shallow subtidal indet.,,,S. Gibb and B. D. E. Chatterton. 2007. Timsaloproetus New Genus (Proetida: Trilobita) and Included Species from Lower and Middle Devonian Strata of Southern Morocco. Journal of Paleontology 81(2):352-367
Timsaloproetus pulchistriatus repens,393.3,387.7,Wagner,2020,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-7.054167,29.927778,Timsaloproetus pulchistriatus repens,"Foum Zguid locality, top of Timrhanrhart Fm.",,,MA,Timrhanrhart,Lower Eifelian,carbonate indet.,,,P. Wagner. 2020. Subspecies kluges: a pointless taxonomic database to create species opinions for subspecies that then will be over-ruled and allow subspecies to be recognized.
Timsaloproetus weddigei,393.3,387.7,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,9.115000,51.099998,,"Ense near Bad Wildungen, Kellerwald",,,DE,Bicken-Ense,Lower or Middle Eifelian,carbonate indet.,Denckmann,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Erbenaspis pygmaea,393.3,387.7,Alberti,1969,Arthropoda,Trilobita,Proetida,Rorringtoniidae,Erbenaspis,,-4.066667,31.383333,,"Stylioline-Marl with Anarcestes lateseptatus, Tafilalt, SE Morocco",,,MA,,"""Unter-Eifelium: Styliolinen-Mergelkalk mit A. lateseptatus"". PJW: This is the Bou Tchrafine Group, but formation is uncertain. (I added the conodont zone to denote Early Eifelian.)",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Scharyia couviniana,393.3,387.7,Owens,1974,Arthropoda,Trilobita,Proetida,Scharyiidae,Scharyia,,21.071112,51.036945,,"Wydryszow, Holy Cross Mountains",,witokrzyskie,PL,,,marine indet.,,,"R. M. Owens. 1974. The Affinities of the Trilobite Genus Scharyia, with a Description of two new species. Palaeontology 17(3):685-697"
Thysanopeltella (Septimopeltis) magnispina,393.3,387.7,Van Viersen,2006,Arthropoda,Trilobita,Corynexochida,Styginidae,Thysanopeltella (Septimopeltis),,4.702778,50.094444,,"""Murs des douaniers"", Vireux-Molhain area",,,FR,Jemelle,,marine indet.,,Most trilobites reported to genus level except for the species described in the systematic section of the paper,"A. P. Van Viersen. 2006. New Middle Devonian trilobites form Vireux-Molhain (Ardennes, northern France). Senkenbergiana lethaea 86(1):63-75"
Astycoryphe jorusi,393.3,387.7,Van Viersen and Magrean,2019,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Astycoryphe,,5.177500,50.090000,,"Resteigne quarry, Hanonet Fm, unit 1",,"Loc002, â€œCarriÃ¨re de la Lesseâ€, Resteigne",BE,Hanonet,Upper Eifelian,shallow subtidal indet.,,,"A. P. Van Viersen and B. Magrean. 2019. Radiaspis taghonorum sp. nov. (Trilobita, Odontopleuridae) from the Middle Devonian Hanonet Formation in Resteigne, southern Belgium. Neues Jahrbuch fÃ¼r Geologie und PalÃ¤ontologie - Abhandlungen 293(3):271-281"
Cyrtosymboloides termieri,393.3,387.7,Bault et al.,2021,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Cyrtosymboloides,,-4.066667,31.383333,,"Stylioline-Marl with Anarcestes lateseptatus, Tafilalt, SE Morocco",,,MA,,"""Unter-Eifelium: Styliolinen-Mergelkalk mit A. lateseptatus"". PJW: This is the Bou Tchrafine Group, but formation is uncertain. (I added the conodont zone to denote Early Eifelian.)",marine indet.,,"Focus is on trilobites, but some other elements are listed.","V. Bault, C. Cronier, and N. Allaire, C. Monnet. 2021. Trilobite biodiversity trends in the Devonian of North Africa. Palaeogeography, Palaeoclimatology, Palaeoecology 565:110208"
Eremiproetus eremita,393.3,387.7,Chlupac,1983,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Eremiproetus,R,14.333333,49.500000,,"Acanthopyge-Phaetonellus Assemblage of the Eifelian (Barrandian, Cze) Assem. 16",,,CZ,,,shallow subtidal indet.,,Trilobite species are either recorded as Rare (R) or Common (C) in Table 5 of the paper. Other taxa are recorded as present in the text.,I. Chlupac. 1983. Trilobite assemblages in the Devonian of the Barrandian area and their relations to palaeoenvironments. Geologica et Palaentologica 17:45-73
Eremiproetus eremita,393.3,387.7,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Eremiproetus,,14.333333,49.500000,,"Acanthopyge Limestone of the Eifelian, Barrandia (CZE)",,,CZ,Chotec,,shallow subtidal indet.,,"In Ref 4216: Table 2 records Graptolites as present, Table 3 records Conodonts as present, Table 4 Ammonoids, Table 5 Tentaculita, Table 6 Trilobites, Table 7 records selected Brachiopods. ",I. ChlupaÌcÌŒ. 1982. The Bohemian Lower Devonian Stages. Courier Forschungsinstitut Senckenberg 55:345-400h
Tropidocoryphe (Tropidocoryphe) lemniscata,393.3,387.7,Feist,1976,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe (Tropidocoryphe),,3.367778,43.573334,,Japhet Hill east of CabriÃ¨res,,,FR,Japhet,Late Eifelian here is Japhet. ,carbonate indet.,R. Feist and H. P. Schonlaub,,"R. Feist. 1976. SystÃ©matique, phylogÃ©nie et biostratgraphie de quelques Tropidocoryphinae (Trilobita) du DÃ©vionien FranÃ§ais. Geobios 9(1):47-80"
Tropidocoryphe (Tropidocoryphe) lemniscata,393.3,387.7,Feist,1976,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe (Tropidocoryphe),,3.366667,43.591667,,Pic de Bissous Peak,,,FR,Clapassous,Late Eifelian,,,,
Tropidocoryphe (Tropidocoryphe) mediterranea,393.3,387.7,Feist,1976,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe (Tropidocoryphe),,3.075000,43.479168,,"Summit of Mont Peyroux, Causses-et-Veyran",,,FR,Mont Peyroux,"Basal Eifelian, which would be Polygnathus partitus zone. The Mont Peyroux formation spans the Emsian-Eifelian boundary in this region.",carbonate indet.,,,"R. Feist. 1976. SystÃ©matique, phylogÃ©nie et biostratgraphie de quelques Tropidocoryphinae (Trilobita) du DÃ©vionien FranÃ§ais. Geobios 9(1):47-80"
Tropidocoryphe (Tropidocoryphe) undulans,393.3,387.7,Feist et al.,2003,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe (Tropidocoryphe),,3.091667,43.500000,,Thalweg west of Puech de la Suque,,,FR,Clapassous,"Middle Eifelian, which is more or less Polygnathus costatus zone. Costatus zone is Clapassous formation here.",carbonate indet.,,,"R. Feist, M. Yazdi, and T. Becker. 2003. Famennian trilobites from the Shotori Range, E-Iran. Annales de la SociÃ©tÃ© gÃ©ologique du Nord 10(4):285-295"
Tropidocoryphe bassei,393.3,387.7,Van Viersen et al.,2009,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,6.698333,50.218887,,Just west of Gees,,,DE,Ahrdorf,Between Apus & Aquarius bentonites,marine indet.,,,"A. P. Van Viersen, H. Prescher, and J. Savelsbergh. 2009. Description of two new trilobites from the Ahrdorf Formation (Middle Devonian) at the â€œTrilobitenfelderâ€ of Gees, Eifel, Rhenish Mountains. Bulletin de lâ€™Institut royal des Sciences naturelles de Belgique, Sciences de la Terre 79:43-53"
Tropidocoryphe bassei,393.3,387.7,Van Viersen et al.,2009,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,6.698333,50.218887,,Just west of Gees,,,DE,Ahrdorf,Just below Aquarius bentonite.,marine indet.,,,"A. P. Van Viersen, H. Prescher, and J. Savelsbergh. 2009. Description of two new trilobites from the Ahrdorf Formation (Middle Devonian) at the â€œTrilobitenfelderâ€ of Gees, Eifel, Rhenish Mountains. Bulletin de lâ€™Institut royal des Sciences naturelles de Belgique, Sciences de la Terre 79:43-53"
Tropidocoryphe bassei,393.3,387.7,Van Viersen et al.,2009,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,6.698333,50.218887,,Just west of Gees,,,DE,Ahrdorf,Just below Andromeda bentonite.,marine indet.,,,"A. P. Van Viersen, H. Prescher, and J. Savelsbergh. 2009. Description of two new trilobites from the Ahrdorf Formation (Middle Devonian) at the â€œTrilobitenfelderâ€ of Gees, Eifel, Rhenish Mountains. Bulletin de lâ€™Institut royal des Sciences naturelles de Belgique, Sciences de la Terre 79:43-53"
Tropidocoryphe pseudofilicostata,393.3,387.7,ChlupaÌcÌŒ,1982,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,14.333333,49.500000,Tropidocoryphe pseudofilicostata pseudofilicostata,"Acanthopyge Limestone of the Eifelian, Barrandia (CZE)",,,CZ,Chotec,,shallow subtidal indet.,,"In Ref 4216: Table 2 records Graptolites as present, Table 3 records Conodonts as present, Table 4 Ammonoids, Table 5 Tentaculita, Table 6 Trilobites, Table 7 records selected Brachiopods. ",I. ChlupaÌcÌŒ. 1982. The Bohemian Lower Devonian Stages. Courier Forschungsinstitut Senckenberg 55:345-400h
Tropidocoryphe pseudofilicostata,393.3,387.7,Chlupac,1969,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,17.000000,50.000000,,"Horni Benesov trilobites (Nizky Mts., Moravia)",,,CZ,,,,,,
Tropidocoryphe pseudofilicostata,393.3,387.7,Havlicek and Pek,1986,Arthropoda,Trilobita,Proetida,Tropidocoryphidae,Tropidocoryphe,,17.000000,50.000000,,"Nizky Jesenik Mts., Moravia, CZE",,,CZ,,,,,,
Acastoides haddadi,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Acastoides,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Acastoides zguilmensis,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Acastoides,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Acastoides zguilmensis,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Acastoides,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Coltraneia effelesa,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Coltraneia,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Destombesina schumacherorum,402.5,391.9,Poschmann,2019,Arthropoda,Trilobita,Phacopida,Acastidae,Destombesina,,7.941944,50.314167,,"Schaumburg, Heckelmann Mill",,,DE,,"serotinus-zone, middle Upper Emsian",shallow subtidal indet.,,,"M. Poschmann. 2019. Pelmatozoan â€œrooting groundsâ€ from the Early Devonian (late Emsian) Heckelmann Mill Fossilâ€‘LagerstÃ¤tte (Lahn Syncline, Rhinelandâ€‘Palatinate, SWâ€‘Germany): morphological, palaeoenvironmental and taphonomic aspects."
Gandlops brevispinosus,402.5,391.9,Carls,1988,Arthropoda,Trilobita,Phacopida,Acastidae,Gandlops,,-1.066667,41.133331,,"Molino Fmn, Cordillera Iberica Oriental",,,ES,Molino,"""final Upper Emsian""",marine indet.,,,"P. Carls. 1988. The Devonian of Celtiberia (Spain) and Devonian paleogeography of SW Europe.  In  N. J. McMillan, A. F. Embry, D. J. Glass (eds.), Devonian of the World, Volume I. Calgary: Canadian Society of Petroleum Geologists."
Gandlops tamnrherta,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Gandlops,occasinonal,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Gandlops tamnrherta,402.5,391.9,van Viersen and Lerouge,2021,Arthropoda,Trilobita,Phacopida,Acastidae,Gandlops,,-6.745278,29.775557,,Lansser locality. Kayserops couche,,,MA,Timrhanrhart,"Upper Emsian, Kayserops couche",carbonate indet.,Denckmann,,A. P. van Viersen and F. Lerouge. 2021. Timsaloproetus alissae sp. nov. (Trilobita: Proetidae) from the lower Devonian of southern Morocco. PalZ
Psychopyge elegans,402.5,387.7,Alberti,1970,Arthropoda,Trilobita,Phacopida,Acastidae,Psychopyge,,-8.100000,27.500000,,"Mixed Facies of the Emsian/Eifelian Boundary Region, N Rim of the Tindouf Basin",,,DZ,,,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Psychopyge elegans,402.5,391.9,Cronier et al.,2018,Arthropoda,Trilobita,Phacopida,Acastidae,Psychopyge,1,-4.050000,31.366667,One fragmented and poorly preserved pygidium,"Hamar Laghdad ""Red Cliff"", latest Emsian Trilobites ",,,MA,,latest Emsian,deep subtidal shelf,,,"C. Cronier, M. Oudot, and C. Klug, K. Baets. 2018. Trilobites from the Red Fauna (latest Emsian, Devonian) of Hamar Laghdad, Morocco and their biodiversity. Neues Jahrbuch fÃ¼r Geologie und PalÃ¤ontologie-Abhandlungen. Stuttgart: Schweisterbart Science. 290(1-3):241-276"
