accepted_name,max_ma,min_ma,ref_author,ref_pubyr,phylum,class,order,family,genus,abund_value,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,formation,stratcomments,environment,collectors,taxonomy_comments,primary_reference
Psychopyge elegans,402.5,391.9,Alberti,1969,Arthropoda,Trilobita,Phacopida,Acastidae,Psychopyge,,-4.066667,31.383333,,"Latest Emsian Marl, Hamar Laghdad VI and VIa, Tafilalt, SE Morocco",,,MA,,"""Das juengste Ober-Emsium (Zlichovium in Mergelkalk-Entwicklung (z. T. etwas sandig)..."" Ref. 7485: ""Beds 1 and 2 in section [H.L. VI]""\r\nJA: originally entered as Zlichovian",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Psychopyge hammerorum,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Psychopyge,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Psychopyge praestans,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Psychopyge,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Walliserops hammii,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Walliserops,rare-occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Walliserops tridens,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Walliserops,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Walliserops trifurcatus,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Acastidae,Walliserops,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Parahomalonotus calvus,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Parahomalonotus,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Parahomalonotus calvus,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Homalonotidae,Parahomalonotus,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Koneprusia dahmani,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Koneprusia,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Leonaspis haddanei,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Leonaspis,rare-occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Leonaspis spinicurva,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Odontopleurida,Odontopleuridae,Leonaspis,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Cyphaspis agayuara,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Otarionidae,Cyphaspis,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Cyphaspis eberhardiei,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Otarionidae,Cyphaspis,occasional,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Cyphaspis hamidi,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Otarionidae,Cyphaspis,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Cyphaspis hamidi,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Proetida,Otarionidae,Cyphaspis,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Barrandeops granulops,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Morocops,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Barrandeops granulops,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Morocops,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Phacops smoothops,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Phacops,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Phacops smoothops,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Phacopida,Phacopidae,Phacops,common,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Basidechenella maura,402.5,391.9,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Basidechenella,,-7.933333,33.116669,,"Marl at Ain Targa, SW Foucauld, Western Morocco",,,MA,Ain Targa,"""Ober-Emsium: Kalkmergel von Ain Targa SW Foucauld, W-Marokko."" PJW: This is now the Ain Targa formation.",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Bohemiproetus bohemicus,402.5,391.9,Vai,1965,Arthropoda,Trilobita,Proetida,Proetidae,Bohemiproetus,,13.000000,46.500000,,"Principal Fossils of the Karpinskia consuelo Zone, Central Carnic Alps",,,IT,,Age call is by Vai (Emsien sup.),,,,
Crassiproetus schohariensis,402.5,391.9,Lieberman,1994,Arthropoda,Trilobita,Proetida,Proetidae,Crassiproetus,,-74.328194,41.380295,,Goshen,,,US,Schoharie Grit,,marine indet.,,,"B. S. Lieberman. 1994. Evolution of the trilobite subfamily Proetinae Salter, 1864, and the origin, diversification, evolutionary affinity, and extinction of the Middle Devonian proetid fauna of eastern North America. Bulletin of the American Museum of Natural History 223:1-176"
Dechenella setosa,402.5,391.9,Vai,1967,Arthropoda,Trilobita,Proetida,Proetidae,Dechenella,,13.000000,46.500000,,"Gianavete Section, Karpinskia consuelo Zone, Central Carnic Alps",,,IT,,Age call is by Vai (Emsien sup.),marine indet.,,"Vai gives the entire list of species that have been named, including many that have not been properly vetted and many whose exact horizon cannot be determined, either because they were not precisely recorded or because they came from boulders collected before detailed sections had been worked out. I have included as certain occurrences only those species whose stratigraphic position is known precisely enough to place them into one of Vai's three zones and which have had some relatively modern treatment according to his table of citations. (This work was prepared in 1964, published in 1967, so ""recent"" must be interpreted accordingly, i.e. after about 1950.) Species whose position is known but which have not had modern treatment are included as questioned occurrences. I have omitted gastropods altogether, since all were in need of revision as of the date of this work, and since they were later revised by Jhaveri (1969, PBDB ref. 7262, PBDB collections 26207-27237).",G. B. Vai. 1967. Le Devonien inferieur biohermal des Alpes Carniques centrales. Memoires du Bureau de Recherches Geologiques et Minieres 33:285-300
Gerastos cuvieri,402.5,391.9,Morzadec,1983,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,,-4.483333,48.400002,,"Kerdreolet Formation trilobites, Rade de Brest, Massif Armoricain",,,FR,Kerdreolet,upper Emsian,,,,
Gerastos tuberculatus marocensis,402.5,391.9,Wagner,2020,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,common,-6.702778,29.709723,misspelled Gerastos tuberculatus merocensis,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,P. Wagner. 2020. Subspecies kluges: a pointless taxonomic database to create species opinions for subspecies that then will be over-ruled and allow subspecies to be recognized.
Gerastos tuberculatus marocensis,402.5,391.9,Wagner,2020,Arthropoda,Trilobita,Proetida,Proetidae,Gerastos,rare,-6.702778,29.709723,Gerastos tuberculatus merocensis,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE2 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,P. Wagner. 2020. Subspecies kluges: a pointless taxonomic database to create species opinions for subspecies that then will be over-ruled and allow subspecies to be recognized.
Sculptoproetus africanus,402.5,387.7,Alberti,1969,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.066667,31.383333,,"Crinoidal Limestone Lenses in Marl, Emsian/Eifelian Boundary, Hamar Laghdad",,,MA,,"Boundary region, Upper Emsian/Lower Eifelian: Crinoidal limestone lenses within marl.",marine indet.,,Focus is on trilobites. Some other elements occasionally mentioned.,G. K. B. Alberti. 1969. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. I. Mit Beitraegen zur Silur-Devon-Stratigraphie einiger Gebiete Marokkos und Oberfrankens. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 520:1-692
Sculptoproetus raki,402.5,391.9,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.313889,31.210833,,Rissani South 01 locality,,,MA,,Latest Emsian,carbonate indet.,,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Sculptoproetus sculptus,402.5,391.9,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-5.050000,31.016666,,Light Limestone at Jebel Issoumour,,,MA,,,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus sculptus,402.5,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.066667,31.383333,,"Crinoidal Limestone Lenses in Marl, Emsian/Eifelian Boundary, Hamar Laghdad",,,MA,,"Boundary region, Upper Emsian/Lower Eifelian: Crinoidal limestone lenses within marl.",marine indet.,,Focus is on trilobites. Some other elements occasionally mentioned.,G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus sculptus,402.5,391.9,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.066667,31.383333,,"Latest Emsian Marl, Hamar Laghdad VI and VIa, Tafilalt, SE Morocco",,,MA,,"""Das juengste Ober-Emsium (Zlichovium in Mergelkalk-Entwicklung (z. T. etwas sandig)..."" Ref. 7485: ""Beds 1 and 2 in section [H.L. VI]""\r\nJA: originally entered as Zlichovian",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus sculptus,402.5,391.9,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.500000,31.750000,,"Middle Hamar Laghdad Limestone, Tafilalt, SE Morocco",,,MA,Hamar Laghdad Limestone,"""Ober-Emsium: Mittlere Hamar Laghdad-Kalke""\r\nJA: originally entered as Zlichovian",marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Sculptoproetus sculptus,402.5,391.9,Alberti,1970,Arthropoda,Trilobita,Proetida,Proetidae,Sculptoproetus,,-4.500000,31.750000,,"Middle Tafilalt Limestone, Tafilalt Area, S Morocco",,,MA,Tafilalt Limestone,Middle part of formation,marine indet.,,"Focus is on trilobites, but some other elements are listed.",G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Timsaloproetus alissae,402.5,391.9,van Viersen and Lerouge,2021,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-6.745278,29.775557,,Lansser locality. Kayserops couche,,,MA,Timrhanrhart,"Upper Emsian, Kayserops couche",carbonate indet.,Denckmann,,A. P. van Viersen and F. Lerouge. 2021. Timsaloproetus alissae sp. nov. (Trilobita: Proetidae) from the lower Devonian of southern Morocco. PalZ
Timsaloproetus dibbanus,402.5,391.9,Gibb and Chatterton,2007,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,S. Gibb and B. D. E. Chatterton. 2007. Timsaloproetus New Genus (Proetida: Trilobita) and Included Species from Lower and Middle Devonian Strata of Southern Morocco. Journal of Paleontology 81(2):352-367
Timsaloproetus pulchistriatus,402.5,391.9,van Viersen and Lerouge,2020,Arthropoda,Trilobita,Proetida,Proetidae,Timsaloproetus,1,-4.981667,31.178057,Timsaloproetus pulchistriatus pulchistriatus,"Timarzite locality, Tazoulait Fm.",,,MA,Tazoulait,late Emsian,carbonate indet.,,,"A. P. van Viersen and F. Lerouge. 2020. Cornuproetine (proetide) trilobites with nine thorax segments from the Devonian of Morocco, Germany and the Czech Republic. Palaeontologische Zeitschrift 94:227-254"
Scharyia tafilaltensis,402.5,387.7,Alberti,1970,Arthropoda,Trilobita,Proetida,Scharyiidae,Scharyia,,-4.066667,31.383333,,"Crinoidal Limestone Lenses in Marl, Emsian/Eifelian Boundary, Hamar Laghdad",,,MA,,"Boundary region, Upper Emsian/Lower Eifelian: Crinoidal limestone lenses within marl.",marine indet.,,Focus is on trilobites. Some other elements occasionally mentioned.,G. K. B. Alberti. 1970. Trilobiten des juengeren Siluriums sowie des Unter- und Mitteldevons. II. Abhandlungen der Senckenbergischen Naturforschenden Gesellschaft 525:1-233
Scabriscutellum hammadi,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Corynexochida,Styginidae,Scabriscutellum,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
Scabriscutellum lahceni,402.5,391.9,Chatterton et al.,2006,Arthropoda,Trilobita,Corynexochida,Styginidae,Scabriscutellum,rare,-6.702778,29.709723,,"Zguilma section, Timrhanrhart Fm, Lower Bed, ZGEE1 ",,,MA,Timrhanrhart,,shallow subtidal indet.,,,"B. D. Chatterton, R. A. Fortey, and K. D. Brett, S. L. Gibb, R. C. McKellar. 2006. Trilobites from the upper Lower to Middle Devonian Timrhanrhart Formation, Jbel Gara el Zguilma, southern Morocco. Palaeontolographica Canadiana (25):1-177"
